,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G
22188,31,47000,10.0,23000,14.84,1,0.49,N,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22189,32,28600,3.0,6700,10.37,0,0.23,N,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22190,33,53000,6.0,6700,13.49,0,0.13,N,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22191,29,53000,13.0,10750,13.11,0,0.2,N,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22192,27,53000,3.0,6400,13.11,0,0.12,Y,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22193,30,20000,4.0,6800,12.84,1,0.34,N,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22195,34,53000,9.0,9600,8.94,0,0.18,N,10,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22197,27,47000,2.0,25000,14.96,1,0.53,Y,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22199,32,39270,5.0,6800,12.99,0,0.17,Y,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22200,34,47818,9.0,6800,6.92,0,0.14,N,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22201,31,50000,4.0,6800,19.29,0,0.14,N,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
22202,32,53000,1.0,6800,12.84,0,0.13,Y,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22203,33,45000,13.0,6800,11.22,1,0.15,Y,6,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22204,29,53000,3.0,6000,8.0,0,0.11,N,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22205,31,53000,7.0,4550,11.03,0,0.09,Y,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22206,28,53004,2.0,10000,12.98,0,0.19,N,10,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22207,28,47004,12.0,10000,13.61,1,0.21,Y,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22208,27,53004,10.0,5600,11.86,0,0.11,N,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22209,29,53004,2.0,15000,9.63,0,0.28,N,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22210,28,57000,0.0,6800,10.65,0,0.12,N,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22211,32,53100,14.0,7500,11.26,0,0.14,N,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22212,29,53200,7.0,1000,13.49,0,0.02,Y,6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22215,35,30000,0.0,6475,5.42,0,0.22,N,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22216,31,53329,6.0,8250,5.99,0,0.15,N,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22217,29,53360,11.0,10475,7.88,0,0.2,N,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22218,27,53400,8.0,4000,9.99,0,0.07,N,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22219,32,53408,8.0,1400,10.99,0,0.03,N,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22220,35,53500,3.0,10000,9.91,0,0.19,N,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22221,29,53500,3.0,5000,13.49,0,0.09,N,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22223,27,47500,5.0,13000,7.88,1,0.27,N,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22224,35,53500,1.0,20000,12.53,0,0.37,Y,7,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22225,34,53549,17.0,14200,6.99,0,0.27,N,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22226,29,53590,2.0,11225,11.14,0,0.21,N,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22227,29,30000,2.0,6400,12.87,0,0.21,N,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22228,28,53796,12.0,7000,9.91,0,0.13,N,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22229,28,31800,2.0,6400,16.82,1,0.2,Y,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
22230,30,53979,5.0,25000,10.08,0,0.46,N,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22231,29,31836,2.0,6400,14.96,1,0.2,Y,5,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
22232,32,54000,4.0,12000,15.27,0,0.22,N,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22234,29,34000,2.0,6400,6.0,0,0.19,N,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22235,27,54000,1.0,6000,14.27,0,0.11,Y,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22236,29,54000,2.0,2500,13.49,0,0.05,Y,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22237,33,48000,7.0,7000,12.42,1,0.15,N,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22238,27,54000,4.0,9000,6.62,0,0.17,N,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22239,27,35000,0.0,6400,7.74,0,0.18,N,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22240,30,36000,2.0,6400,10.59,0,0.18,N,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22242,30,54000,14.0,14500,10.65,0,0.27,N,9,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22243,34,37000,2.0,6400,13.61,0,0.17,N,9,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22244,30,54000,13.0,10000,7.9,0,0.19,N,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22245,28,48000,13.0,5000,15.27,1,0.1,Y,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22246,34,54000,5.0,27000,7.9,0,0.5,N,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22247,34,32000,0.0,6400,15.62,1,0.2,N,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22249,28,42000,0.0,6400,5.79,0,0.15,N,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22250,33,54000,8.0,3800,8.9,0,0.07,N,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22251,34,43000,1.0,6400,9.63,0,0.15,N,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22252,32,54000,16.0,11200,6.03,0,0.21,N,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22253,30,54000,1.0,4000,6.03,0,0.07,N,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22255,32,41000,2.0,6400,15.65,1,0.16,Y,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
22256,33,54000,3.0,10000,15.23,0,0.19,Y,8,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22259,30,50000,2.0,6400,11.71,0,0.13,N,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22260,28,54000,12.0,4150,7.49,0,0.08,N,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22261,32,50000,0.0,6400,13.35,0,0.13,N,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22262,33,54000,6.0,2100,9.99,0,0.04,N,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22263,27,50000,4.0,6400,13.23,0,0.13,Y,7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22264,29,54000,13.0,12000,11.99,0,0.22,N,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22265,28,56000,4.0,6400,7.29,0,0.11,N,9,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
22267,32,57192,5.0,6400,8.0,0,0.11,N,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
22268,34,54000,5.0,3500,5.99,0,0.06,N,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22269,33,58000,5.0,6400,7.51,0,0.11,N,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22271,27,58500,11.0,6400,12.53,0,0.11,N,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22272,29,54000,1.0,10000,16.89,0,0.19,N,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22273,32,54000,3.0,10975,7.66,0,0.2,N,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22275,28,64775,9.0,6400,12.87,1,0.1,Y,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22276,33,66000,2.0,6400,14.96,1,0.1,N,7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22277,35,69000,5.0,6400,16.77,1,0.09,Y,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
22278,29,75000,5.0,6400,7.49,0,0.09,N,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22279,32,54000,3.0,12000,7.66,0,0.22,N,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22281,32,80000,1.0,6400,10.99,0,0.08,N,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22282,34,54000,5.0,10000,7.29,0,0.19,N,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22283,32,80000,0.0,6400,7.88,0,0.08,N,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22284,28,87000,7.0,6400,10.39,0,0.07,N,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22285,30,90000,2.0,6400,6.62,0,0.07,N,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22286,28,54000,3.0,10000,9.99,0,0.19,N,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22288,32,95000,5.0,6400,11.54,0,0.07,N,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22289,29,96000,3.0,6400,11.49,0,0.07,N,8,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22290,32,54000,0.0,5000,5.79,0,0.09,N,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22291,28,54000,1.0,11000,6.54,0,0.2,N,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22292,28,54000,1.0,6250,9.99,0,0.12,N,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22293,31,48000,15.0,5000,10.36,1,0.1,N,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22294,31,54000,12.0,6000,7.14,0,0.11,N,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22295,30,54000,12.0,15000,14.72,0,0.28,Y,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22296,28,54000,12.0,11500,7.88,0,0.21,N,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22297,32,54000,12.0,3500,7.88,0,0.06,N,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22298,28,54000,11.0,1200,7.51,0,0.02,N,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22299,34,54000,18.0,4000,6.39,0,0.07,N,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22301,27,27000,3.0,6900,9.99,0,0.26,N,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22302,31,48000,9.0,8000,7.14,1,0.17,N,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22303,30,39500,3.0,6925,7.88,0,0.18,N,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22304,30,54000,5.0,5000,7.88,0,0.09,N,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22305,28,54000,2.0,9250,11.36,0,0.17,N,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22306,32,43000,2.0,6950,9.91,0,0.16,N,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22307,29,54000,2.0,5000,7.14,0,0.09,N,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22308,34,54000,8.0,5000,10.62,0,0.09,N,7,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22309,35,25200,0.0,7000,15.68,1,0.28,Y,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
22310,33,54000,7.0,7500,13.22,0,0.14,N,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22311,27,54000,2.0,9600,12.18,0,0.18,N,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22313,28,54000,9.0,10000,8.59,0,0.19,N,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22314,29,27000,4.0,7000,13.72,0,0.26,N,7,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
22315,32,27600,0.0,7000,6.54,0,0.25,N,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22316,32,54000,16.0,10000,7.74,0,0.19,N,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22317,27,27720,1.0,7000,10.95,0,0.25,N,6,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22318,30,28000,1.0,7000,13.22,0,0.25,Y,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22319,30,54000,8.0,5000,8.0,0,0.09,N,8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22320,29,54000,9.0,12000,9.32,0,0.22,N,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22321,34,28704,0.0,7000,9.32,0,0.24,N,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22322,32,54000,9.0,13000,12.53,0,0.24,N,10,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22323,32,28800,3.0,7000,7.51,0,0.24,N,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22324,27,29004,6.0,7000,6.03,0,0.24,N,10,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22325,31,29736,4.0,7000,6.92,0,0.24,N,8,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22326,27,30000,5.0,7000,15.62,1,0.23,N,6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
22327,31,30000,5.0,7000,11.99,0,0.23,N,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22328,33,54072,1.0,3000,6.99,0,0.06,N,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22329,34,54072,12.0,7000,11.89,0,0.13,N,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22330,28,54080,7.0,13750,11.14,0,0.25,N,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22331,27,30000,2.0,7000,10.37,0,0.23,N,7,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22332,29,30000,8.0,7000,13.35,0,0.23,Y,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22333,29,54099,2.0,21000,9.96,0,0.39,N,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22334,29,30000,4.0,7000,12.18,0,0.23,N,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22335,27,54120,2.0,6000,11.36,0,0.11,N,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22336,27,54216,4.0,9000,5.99,0,0.17,N,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22338,27,31200,3.0,7000,9.88,0,0.22,N,9,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22339,32,32000,1.0,7000,14.91,1,0.22,Y,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22341,29,54548,8.0,6000,7.14,0,0.11,N,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22342,31,33000,2.0,7000,8.9,0,0.21,N,10,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22343,30,54600,11.0,2500,9.99,0,0.05,N,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22344,27,34000,7.0,7000,15.96,0,0.21,Y,10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22345,28,35000,1.0,7000,12.69,0,0.2,N,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22346,29,54912,11.0,5500,12.53,0,0.1,Y,8,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22347,29,35000,7.0,7000,12.68,0,0.2,Y,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22348,29,35000,3.0,7000,8.88,0,0.2,N,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22349,35,36000,5.0,7000,6.91,0,0.19,N,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22350,32,54996,1.0,7000,6.92,0,0.13,N,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22351,31,36000,14.0,7000,13.72,0,0.19,N,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22352,28,30416,7.0,7000,14.96,1,0.23,Y,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22354,27,36500,3.0,7000,10.78,0,0.19,N,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22355,30,48996,14.0,1200,14.35,1,0.02,N,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22356,27,54996,5.0,16400,13.98,0,0.3,N,9,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22357,28,37000,3.0,7000,9.32,0,0.19,N,8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22358,32,37120,7.0,7000,13.47,0,0.19,Y,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22360,32,37440,8.0,7000,9.91,0,0.19,N,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22361,29,32000,2.0,7000,14.65,1,0.22,Y,10,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22362,27,38000,12.0,7000,7.66,0,0.18,N,6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22363,27,38400,2.0,7000,7.51,0,0.18,N,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22365,35,33000,4.0,7000,7.9,1,0.21,N,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22366,31,48996,0.0,8500,14.11,1,0.17,Y,9,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22367,27,54996,2.0,8000,14.11,0,0.15,Y,9,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22368,29,39996,3.0,7000,9.32,0,0.18,N,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
22369,29,39996,3.0,7000,12.84,0,0.18,N,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22370,28,34000,2.0,7000,13.49,1,0.21,Y,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22371,33,55000,7.0,3500,10.65,0,0.06,N,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22372,31,40000,2.0,7000,9.62,0,0.17,N,9,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22374,29,40000,14.0,7000,7.14,0,0.17,N,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
22375,27,55000,5.0,5000,6.62,0,0.09,N,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22376,35,40000,3.0,7000,16.07,0,0.17,Y,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22377,28,40000,2.0,7000,8.59,0,0.17,N,10,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
22378,31,55000,15.0,4000,12.42,0,0.07,N,9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22379,28,55000,4.0,20000,6.62,0,0.36,N,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22381,35,41000,2.0,7000,13.49,0,0.17,Y,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22382,30,55000,2.0,11500,7.9,0,0.21,N,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22383,27,41000,3.0,7000,12.73,0,0.17,Y,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22384,28,55000,13.0,18000,7.9,0,0.33,N,6,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22385,27,35520,1.0,7000,14.91,1,0.2,Y,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22386,29,41779,5.0,7000,5.79,0,0.17,N,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22387,27,55000,6.0,10000,7.9,0,0.18,N,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22388,27,55000,1.0,9000,7.51,0,0.16,N,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22389,31,42000,2.0,7000,7.9,0,0.17,N,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22390,28,42000,0.0,7000,11.11,0,0.17,N,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22391,33,36000,5.0,7000,5.79,1,0.19,N,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22392,28,55000,0.0,6700,16.77,0,0.12,Y,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22395,34,55000,6.0,2500,13.49,0,0.05,N,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22396,34,55000,4.0,7000,13.49,0,0.13,Y,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22397,27,55000,3.0,4500,13.49,0,0.08,N,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22398,29,55000,1.0,12625,7.9,0,0.23,N,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22399,31,55000,9.0,8000,7.49,0,0.15,N,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
22401,29,55000,5.0,12000,7.49,0,0.22,N,6,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22402,33,43000,2.0,7000,7.88,0,0.16,N,6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22403,30,55000,1.0,6500,10.99,0,0.12,N,9,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22405,27,44000,2.0,7000,7.14,0,0.16,N,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22406,28,55000,7.0,20000,7.49,0,0.36,N,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22407,34,55000,3.0,12800,5.42,0,0.23,N,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
22408,27,44400,7.0,7000,10.0,0,0.16,N,6,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22410,30,55000,0.0,6000,12.99,0,0.11,Y,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22412,35,55000,7.0,1450,10.59,0,0.03,N,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22413,33,55000,3.0,1775,7.49,0,0.03,N,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22414,27,45000,1.0,7000,7.49,0,0.16,N,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22415,28,45000,3.0,7000,13.43,0,0.16,Y,7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22416,34,45000,3.0,7000,11.86,0,0.16,N,8,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22417,33,45000,0.0,7000,10.38,0,0.16,N,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22419,31,55000,7.0,12000,7.49,0,0.22,N,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22420,27,39000,4.0,7000,13.79,1,0.18,Y,7,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
22421,34,46000,1.0,7000,8.9,0,0.15,N,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22422,29,55000,11.0,4000,10.99,0,0.07,N,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22423,27,55000,3.0,11000,7.49,0,0.2,N,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22424,29,40000,2.0,7000,14.91,1,0.17,Y,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
22425,32,49000,3.0,11500,10.99,1,0.23,N,9,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22426,35,55000,14.0,15000,8.49,0,0.27,N,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22427,29,47000,2.0,7000,10.36,0,0.15,N,7,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22428,30,49000,2.0,16000,13.49,1,0.33,N,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22429,33,48000,1.0,7000,11.99,0,0.15,N,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22430,29,55000,4.0,8000,10.0,0,0.15,N,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22431,28,48000,12.0,7000,11.36,0,0.15,N,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22432,29,55000,4.0,3600,6.92,0,0.07,N,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22434,31,49000,8.0,7000,12.69,0,0.14,N,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22436,30,50000,0.0,7000,14.65,0,0.14,N,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22437,34,55000,6.0,5000,13.43,0,0.09,Y,10,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22438,35,50000,4.0,7000,11.49,0,0.14,N,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22439,35,55000,3.0,3200,5.79,0,0.06,N,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
